state,district,mandal,village
ANDHRA PRADESH,East Godavari,Seethanagaram,Munikudali
ANDHRA PRADESH,East Godavari,Seethanagaram,Katavaram
ANDHRA PRADESH,East Godavari,Seethanagaram,Jalimudi
ANDHRA PRADESH,East Godavari,Seethanagaram,Bobbillanka
ANDHRA PRADESH,East Godavari,Seethanagaram,Mulakallanka
ANDHRA PRADESH,East Godavari,Seethanagaram,Mirthipadu
ANDHRA PRADESH,East Godavari,Seethanagaram,Hundeswarapuram
ANDHRA PRADESH,East Godavari,Gokavaram,Gokavaram
ANDHRA PRADESH,East Godavari,Gokavaram,Krishnunipalem
ANDHRA PRADESH,East Godavari,Gokavaram,Kothapalle
ANDHRA PRADESH,East Godavari,Gokavaram,Gokavaram
ANDHRA PRADESH,East Godavari,Gokavaram,Thantikonda
ANDHRA PRADESH,East Godavari,Gokavaram,Gadelapalem
ANDHRA PRADESH,East Godavari,Gokavaram,Atchutapuram
ANDHRA PRADESH,East Godavari,Gokavaram,Gummalladuddi
ANDHRA PRADESH,East Godavari,Gokavaram,Rampa Yerrampalem
ANDHRA PRADESH,East Godavari,Gokavaram,Takurupalem
ANDHRA PRADESH,East Godavari,Gokavaram,Sudikonda
ANDHRA PRADESH,East Godavari,Gokavaram,Sivaramapatnam
ANDHRA PRADESH,East Godavari,Gokavaram,Mallavaram
ANDHRA PRADESH,East Godavari,Gokavaram,Kalijolla
ANDHRA PRADESH,East Godavari,Gokavaram,Bhupatipalem
ANDHRA PRADESH,East Godavari,Gokavaram,Tirumalayapalem
ANDHRA PRADESH,East Godavari,Jaggampeta,Jaggampeta
ANDHRA PRADESH,East Godavari,Jaggampeta,Narendrapatnam
ANDHRA PRADESH,East Godavari,Jaggampeta,Mamidada
ANDHRA PRADESH,East Godavari,Jaggampeta,Irripaka
ANDHRA PRADESH,East Godavari,Jaggampeta,Seethampeta
ANDHRA PRADESH,East Godavari,Jaggampeta,Kandregula
ANDHRA PRADESH,East Godavari,Jaggampeta,Manyanvaripalem
ANDHRA PRADESH,East Godavari,Jaggampeta,Govindapuram
ANDHRA PRADESH,East Godavari,Jaggampeta,Mallisala
ANDHRA PRADESH,East Godavari,Jaggampeta,Rajapudi
ANDHRA PRADESH,East Godavari,Jaggampeta,Balabhadrapuram
ANDHRA PRADESH,East Godavari,Jaggampeta,Gollalagunta
ANDHRA PRADESH,East Godavari,Jaggampeta,Marripaka
ANDHRA PRADESH,East Godavari,Jaggampeta,Gurrappalem
ANDHRA PRADESH,East Godavari,Jaggampeta,Tirupatirajupeta
ANDHRA PRADESH,East Godavari,Jaggampeta,J. Kothuru
ANDHRA PRADESH,East Godavari,Jaggampeta,Jaggampeta
ANDHRA PRADESH,East Godavari,Jaggampeta,Seethanagaram
ANDHRA PRADESH,East Godavari,Jaggampeta,Katravulapalle
ANDHRA PRADESH,East Godavari,Jaggampeta,Ramavaram
ANDHRA PRADESH,East Godavari,Kirlampudi,Kirlampudi
ANDHRA PRADESH,East Godavari,Kirlampudi,Somavaram
ANDHRA PRADESH,East Godavari,Kirlampudi,Krishnavaram
ANDHRA PRADESH,East Godavari,Kirlampudi,Sungarayunipalem
ANDHRA PRADESH,East Godavari,Kirlampudi,Geddanapalle
ANDHRA PRADESH,East Godavari,Kirlampudi,Velanka
ANDHRA PRADESH,East Godavari,Kirlampudi,Jagapathinagaram
ANDHRA PRADESH,East Godavari,Kirlampudi,Chillangi
ANDHRA PRADESH,East Godavari,Kirlampudi,Bhupalapatnam
ANDHRA PRADESH,East Godavari,Kirlampudi,S. Thimmapuram
ANDHRA PRADESH,East Godavari,Kirlampudi,Burugupudi
ANDHRA PRADESH,East Godavari,Kirlampudi,Goneda
ANDHRA PRADESH,East Godavari,Kirlampudi,Thamarada
ANDHRA PRADESH,East Godavari,Kirlampudi,Veeravaram
ANDHRA PRADESH,East Godavari,Kirlampudi,Rajupalem
ANDHRA PRADESH,East Godavari,Kirlampudi,Ramakrishnapuram
ANDHRA PRADESH,East Godavari,Kirlampudi,Kirlampudi
ANDHRA PRADESH,East Godavari,Kirlampudi,Mukkollu
ANDHRA PRADESH,East Godavari,Prathipadu,Prathipadu
ANDHRA PRADESH,East Godavari,Prathipadu,Uligogila
ANDHRA PRADESH,East Godavari,Prathipadu,Bapannadhara
ANDHRA PRADESH,East Godavari,Prathipadu,K. Mirthivada
ANDHRA PRADESH,East Godavari,Prathipadu,Buradakota
ANDHRA PRADESH,East Godavari,Prathipadu,Kondapalle
ANDHRA PRADESH,East Godavari,Prathipadu,Doparthi
ANDHRA PRADESH,East Godavari,Prathipadu,Thaduvai
ANDHRA PRADESH,East Godavari,Prathipadu,Girijanapuram
ANDHRA PRADESH,East Godavari,Prathipadu,Thotakurapalem
ANDHRA PRADESH,East Godavari,Prathipadu,Seemusuru
ANDHRA PRADESH,East Godavari,Prathipadu,Yerakampalem
ANDHRA PRADESH,East Godavari,Prathipadu,Mettu Chintha
ANDHRA PRADESH,East Godavari,Prathipadu,Bavuruvaka
ANDHRA PRADESH,East Godavari,Prathipadu,Kothuru
ANDHRA PRADESH,East Godavari,Prathipadu,Pandavulapalem
ANDHRA PRADESH,East Godavari,Prathipadu,Podurupaka
ANDHRA PRADESH,East Godavari,Prathipadu,Peddipalem
ANDHRA PRADESH,East Godavari,Prathipadu,Vemulapalem
ANDHRA PRADESH,East Godavari,Prathipadu,Gokavaram
ANDHRA PRADESH,East Godavari,Prathipadu,Arilla Dhara
ANDHRA PRADESH,East Godavari,Prathipadu,Vanthada
ANDHRA PRADESH,East Godavari,Prathipadu,Uttarakanchi
ANDHRA PRADESH,East Godavari,Prathipadu,Peda Sankarlapudi
ANDHRA PRADESH,East Godavari,Prathipadu,Lampakalova
ANDHRA PRADESH,East Godavari,Prathipadu,Sarabhavaram
ANDHRA PRADESH,East Godavari,Prathipadu,K. Kothapalle
ANDHRA PRADESH,East Godavari,Prathipadu,Gajjanapudi
ANDHRA PRADESH,East Godavari,Prathipadu,Chintaluru
ANDHRA PRADESH,East Godavari,Prathipadu,Thotapalle
ANDHRA PRADESH,East Godavari,Prathipadu,U. Jagannadhapuram
ANDHRA PRADESH,East Godavari,Prathipadu,Venkatanagaram
ANDHRA PRADESH,East Godavari,Prathipadu,Vakapalle
ANDHRA PRADESH,East Godavari,Prathipadu,P. Jagannadhapuram
ANDHRA PRADESH,East Godavari,Prathipadu,China Sankarlapudi
ANDHRA PRADESH,East Godavari,Prathipadu,Yeluru
ANDHRA PRADESH,East Godavari,Prathipadu,Prathipadu
ANDHRA PRADESH,East Godavari,Prathipadu,Vommangi
ANDHRA PRADESH,East Godavari,Prathipadu,Pothuluru
ANDHRA PRADESH,East Godavari,Prathipadu,Rachapalle
ANDHRA PRADESH,East Godavari,Prathipadu,Dharmavaram
ANDHRA PRADESH,East Godavari,Thondangi,Thondangi
ANDHRA PRADESH,East Godavari,Thondangi,Bendapudi
ANDHRA PRADESH,East Godavari,Thondangi,Gopalapatnam
ANDHRA PRADESH,East Godavari,Thondangi,P. Agraharam
ANDHRA PRADESH,East Godavari,Thondangi,Thondangi
ANDHRA PRADESH,East Godavari,Thondangi,Krishnapuram
ANDHRA PRADESH,East Godavari,Thondangi,Pydikonda
ANDHRA PRADESH,East Godavari,Thondangi,Anuru
ANDHRA PRADESH,East Godavari,Thondangi,Vemavaram
ANDHRA PRADESH,East Godavari,Thondangi,Kona Forest
ANDHRA PRADESH,East Godavari,Thondangi,Srungavruksham
ANDHRA PRADESH,East Godavari,Thondangi,A. Kothapalle
ANDHRA PRADESH,East Godavari,Thondangi,P.E.Chinnayapalem
ANDHRA PRADESH,East Godavari,Thondangi,Ravikampadu
ANDHRA PRADESH,East Godavari,Thondangi,Kommanapalle
ANDHRA PRADESH,East Godavari,Thondangi,A.V.Nagaram
ANDHRA PRADESH,East Godavari,Gollaprolu,Gollaprolu
ANDHRA PRADESH,East Godavari,Gollaprolu,Kodavali
ANDHRA PRADESH,East Godavari,Gollaprolu,Chendurthi
ANDHRA PRADESH,East Godavari,Gollaprolu,Durgada
ANDHRA PRADESH,East Godavari,Gollaprolu,Vijayanagaram
ANDHRA PRADESH,East Godavari,Gollaprolu,Chebrolu
ANDHRA PRADESH,East Godavari,Gollaprolu,Vannepudi
ANDHRA PRADESH,East Godavari,Gollaprolu,China Jaggampeta
ANDHRA PRADESH,East Godavari,Gollaprolu,Tatiparthi
ANDHRA PRADESH,East Godavari,Gollaprolu,Gollaprolu
ANDHRA PRADESH,East Godavari,Gollaprolu,Seethanagaram
ANDHRA PRADESH,East Godavari,Gollaprolu,Laxmipuram
ANDHRA PRADESH,East Godavari,Gollaprolu,Mallavaram
ANDHRA PRADESH,East Godavari,Peddapuram,Peddapuram
ANDHRA PRADESH,East Godavari,Peddapuram,J. Thimmapuram
ANDHRA PRADESH,East Godavari,Peddapuram,Kattamuru
ANDHRA PRADESH,East Godavari,Peddapuram,Kandrakota
ANDHRA PRADESH,East Godavari,Peddapuram,Marlava
ANDHRA PRADESH,East Godavari,Peddapuram,Tirupati
ANDHRA PRADESH,East Godavari,Peddapuram,Chandramampalle
ANDHRA PRADESH,East Godavari,Peddapuram,Tatiparthi
ANDHRA PRADESH,East Godavari,Peddapuram,Divili
ANDHRA PRADESH,East Godavari,Peddapuram,Chadalada
ANDHRA PRADESH,East Godavari,Peddapuram,Ulimeswaram
ANDHRA PRADESH,East Godavari,Peddapuram,Gudivada
ANDHRA PRADESH,East Godavari,Peddapuram,Pulimeru
ANDHRA PRADESH,East Godavari,Peddapuram,Gorinta
ANDHRA PRADESH,East Godavari,Peddapuram,Sirivada
ANDHRA PRADESH,East Godavari,Peddapuram,Rameswaram
ANDHRA PRADESH,East Godavari,Peddapuram,Anuru
ANDHRA PRADESH,East Godavari,Peddapuram,Valuthimmapuram
ANDHRA PRADESH,East Godavari,Peddapuram,Rayabhupalapatnam
ANDHRA PRADESH,East Godavari,Peddapuram,Chinabrahmadevam
ANDHRA PRADESH,East Godavari,Peddapuram,G. Ragampeta
ANDHRA PRADESH,East Godavari,Peddapuram,Vadlamuru
ANDHRA PRADESH,East Godavari,Gandepalle,Gandepalle
ANDHRA PRADESH,East Godavari,Gandepalle,Singarampalem
ANDHRA PRADESH,East Godavari,Gandepalle,Murari
ANDHRA PRADESH,East Godavari,Gandepalle,Gandepalle
ANDHRA PRADESH,East Godavari,Gandepalle,North Tirupathi Rajapuram
ANDHRA PRADESH,East Godavari,Gandepalle,Mallepalle
ANDHRA PRADESH,East Godavari,Gandepalle,Uppalapadu
ANDHRA PRADESH,East Godavari,Gandepalle,Talluru
ANDHRA PRADESH,East Godavari,Gandepalle,Pro. Ragampeta
ANDHRA PRADESH,East Godavari,Gandepalle,Borrampalem
ANDHRA PRADESH,East Godavari,Gandepalle,Yellamilli
ANDHRA PRADESH,East Godavari,Gandepalle,P.Nayakampalle
ANDHRA PRADESH,East Godavari,Gandepalle,Yerrampalem
ANDHRA PRADESH,East Godavari,Gandepalle,Surampalem
ANDHRA PRADESH,East Godavari,Korukonda,Korukonda
ANDHRA PRADESH,East Godavari,Korukonda,Koti
ANDHRA PRADESH,East Godavari,Korukonda,Bodleddupalem
ANDHRA PRADESH,East Godavari,Korukonda,Kotikesavaram
ANDHRA PRADESH,East Godavari,Korukonda,Raghavapuram
ANDHRA PRADESH,East Godavari,Korukonda,Srirangapatnam
ANDHRA PRADESH,East Godavari,Korukonda,Korukonda
ANDHRA PRADESH,East Godavari,Korukonda,Jambupatnam
ANDHRA PRADESH,East Godavari,Korukonda,Narasapuram
ANDHRA PRADESH,East Godavari,Korukonda,Kanupuru
ANDHRA PRADESH,East Godavari,Korukonda,Gadarada
ANDHRA PRADESH,East Godavari,Korukonda,Narasimhapura Agraharam
ANDHRA PRADESH,East Godavari,Korukonda,Dosakayalapalle
ANDHRA PRADESH,East Godavari,Korukonda,Burugupudi
ANDHRA PRADESH,East Godavari,Korukonda,Kapavaram
ANDHRA PRADESH,East Godavari,Korukonda,Munagala
ANDHRA PRADESH,East Godavari,Korukonda,Butchempeta
ANDHRA PRADESH,East Godavari,Korukonda,Madhurapudi
ANDHRA PRADESH,East Godavari,Korukonda,Gadala
ANDHRA PRADESH,East Godavari,Korukonda,Nidigatla
ANDHRA PRADESH,East Godavari,Rajahmundry (Urban),Rajahmundry (Urban)
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Rajahmundry Rural
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Torredu
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Kolamuru
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Rajavolu
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Katheru (CT)
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Morampudi (CT)
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Hukumpeta (CT)
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Dowleswaram (CT)
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Bommuru  (OG)
ANDHRA PRADESH,East Godavari,Rajahmundry Rural,Rajahmundry  NMA  (OG)
ANDHRA PRADESH,East Godavari,Rajanagaram,Rajanagaram
ANDHRA PRADESH,East Godavari,Rajanagaram,Nandarada
ANDHRA PRADESH,East Godavari,Rajanagaram,Kalavacherla
ANDHRA PRADESH,East Godavari,Rajanagaram,Rajanagaram
ANDHRA PRADESH,East Godavari,Rajanagaram,Narendrapuram
ANDHRA PRADESH,East Godavari,Rajanagaram,Velugubanda
ANDHRA PRADESH,East Godavari,Rajanagaram,Venkatapuram
ANDHRA PRADESH,East Godavari,Rajanagaram,Jagannadhapuram Agraharam
ANDHRA PRADESH,East Godavari,Rajanagaram,Kanavaram
ANDHRA PRADESH,East Godavari,Rajanagaram,Srikrishnapatnam
ANDHRA PRADESH,East Godavari,Rajanagaram,Palacharla
ANDHRA PRADESH,East Godavari,Rajanagaram,Bhupalapatnam
ANDHRA PRADESH,East Godavari,Rajanagaram,Namavaram
ANDHRA PRADESH,East Godavari,Rajanagaram,Konda Gunturu
ANDHRA PRADESH,East Godavari,Rajanagaram,G. Yerrampalem
ANDHRA PRADESH,East Godavari,Rajanagaram,Patha Thungapadu
ANDHRA PRADESH,East Godavari,Rajanagaram,Thokada
ANDHRA PRADESH,East Godavari,Rajanagaram,Mukkinada
ANDHRA PRADESH,East Godavari,Rangampeta,Rangampeta
ANDHRA PRADESH,East Godavari,Rangampeta,South Thirupathi Rajapuram
ANDHRA PRADESH,East Godavari,Rangampeta,Vadisaleru
ANDHRA PRADESH,East Godavari,Rangampeta,Rangampeta
ANDHRA PRADESH,East Godavari,Rangampeta,Pedarayavaram
ANDHRA PRADESH,East Godavari,Rangampeta,Kotapadu
ANDHRA PRADESH,East Godavari,Rangampeta,Venkatapuram
ANDHRA PRADESH,East Godavari,Rangampeta,Subhadrampeta
ANDHRA PRADESH,East Godavari,Rangampeta,Mukundavaram
ANDHRA PRADESH,East Godavari,Rangampeta,Elakolanu
ANDHRA PRADESH,East Godavari,Rangampeta,Veerampalem
ANDHRA PRADESH,East Godavari,Rangampeta,G. Donthamuru
ANDHRA PRADESH,East Godavari,Rangampeta,Doddigunta
ANDHRA PRADESH,East Godavari,Rangampeta,Marripudi
ANDHRA PRADESH,East Godavari,Rangampeta,Singampalle
ANDHRA PRADESH,East Godavari,Rangampeta,Nallamilli
ANDHRA PRADESH,East Godavari,Samalkota,Samalkota
ANDHRA PRADESH,East Godavari,Samalkota,Pedabrahmadevam
ANDHRA PRADESH,East Godavari,Samalkota,G. Medapadu
ANDHRA PRADESH,East Godavari,Samalkota,Vetlapalem
ANDHRA PRADESH,East Godavari,Samalkota,Jaggammagaripeta (R)
ANDHRA PRADESH,East Godavari,Samalkota,Kapavaram
ANDHRA PRADESH,East Godavari,Samalkota,Pavara
ANDHRA PRADESH,East Godavari,Samalkota,Pandravada
ANDHRA PRADESH,East Godavari,Samalkota,Navara
ANDHRA PRADESH,East Godavari,Samalkota,P. Vemavaram
ANDHRA PRADESH,East Godavari,Samalkota,Unduru
ANDHRA PRADESH,East Godavari,Samalkota,Valluru
ANDHRA PRADESH,East Godavari,Samalkota,Panasapadu
ANDHRA PRADESH,East Godavari,Samalkota,Koppavaram
ANDHRA PRADESH,East Godavari,Samalkota,Mamilladoddi
ANDHRA PRADESH,East Godavari,Samalkota,Venkata Krishnarayapuram
ANDHRA PRADESH,East Godavari,Samalkota,Boyanapudi
ANDHRA PRADESH,East Godavari,Samalkota,Madhavapatnam
ANDHRA PRADESH,East Godavari,Pithapuram,Pithapuram
ANDHRA PRADESH,East Godavari,Pithapuram,B. Kothuru
ANDHRA PRADESH,East Godavari,Pithapuram,Jagapathirajapuram
ANDHRA PRADESH,East Godavari,Pithapuram,Veldurthi
ANDHRA PRADESH,East Godavari,Pithapuram,Pro. Donthamuru
ANDHRA PRADESH,East Godavari,Pithapuram,Pro. Rayavaram
ANDHRA PRADESH,East Godavari,Pithapuram,Bhogapuram
ANDHRA PRADESH,East Godavari,Pithapuram,Raparthi
ANDHRA PRADESH,East Godavari,Pithapuram,Jamulapalle
ANDHRA PRADESH,East Godavari,Pithapuram,Gokivada
ANDHRA PRADESH,East Godavari,Pithapuram,Mangiturthi
ANDHRA PRADESH,East Godavari,Pithapuram,Virava
ANDHRA PRADESH,East Godavari,Pithapuram,Kolanka
ANDHRA PRADESH,East Godavari,Pithapuram,Veeraraghavapuram
ANDHRA PRADESH,East Godavari,Pithapuram,Illindrada
ANDHRA PRADESH,East Godavari,Pithapuram,Madhavapuram
ANDHRA PRADESH,East Godavari,Pithapuram,Agraharam (R)
ANDHRA PRADESH,East Godavari,Pithapuram,Viravada
ANDHRA PRADESH,East Godavari,Pithapuram,Mallam
ANDHRA PRADESH,East Godavari,Pithapuram,Fakruddinpalem
ANDHRA PRADESH,East Godavari,Pithapuram,Jalluru
ANDHRA PRADESH,East Godavari,Pithapuram,Govindarajupalem
ANDHRA PRADESH,East Godavari,Pithapuram,Somavaram
ANDHRA PRADESH,East Godavari,Pithapuram,Kandarada
ANDHRA PRADESH,East Godavari,Pithapuram,Chitrada
ANDHRA PRADESH,East Godavari,Pithapuram,Navakandravada
ANDHRA PRADESH,East Godavari,Pithapuram,Kumarapuram (OG)
ANDHRA PRADESH,East Godavari,Kothapalle,Kothapalle
ANDHRA PRADESH,East Godavari,Kothapalle,P. Isukapalle
ANDHRA PRADESH,East Godavari,Kothapalle,Nagulapalle
ANDHRA PRADESH,East Godavari,Kothapalle,Ramanakkapeta
ANDHRA PRADESH,East Godavari,Kothapalle,Ponnada
ANDHRA PRADESH,East Godavari,Kothapalle,Mulapeta
ANDHRA PRADESH,East Godavari,Kothapalle,Amaravalli
ANDHRA PRADESH,East Godavari,Kothapalle,Yendapalle
ANDHRA PRADESH,East Godavari,Kothapalle,Vakatippa
ANDHRA PRADESH,East Godavari,Kothapalle,Kondevaram
ANDHRA PRADESH,East Godavari,Kothapalle,Gorsa
ANDHRA PRADESH,East Godavari,Kothapalle,Komaragiri
ANDHRA PRADESH,East Godavari,Kothapalle,Kutukudumilli
ANDHRA PRADESH,East Godavari,Kothapalle,Kothapalle
ANDHRA PRADESH,East Godavari,Kothapalle,Aminabada
ANDHRA PRADESH,East Godavari,Kothapalle,Uppada
ANDHRA PRADESH,East Godavari,Kothapalle,Subbampeta
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Kakinada (Rural)
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Thimmapuram
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Panduru
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Nemam
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Thammavaram
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Penumarthi
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Kovvada
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Repuru
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Kovvuru
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Ramanayyapeta (CT)
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Suryaraopeta (CT)
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Chidiga (CT)
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Sarpavaram (OG)
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Ganganapalle (OG)
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Turangi  (OG)
ANDHRA PRADESH,East Godavari,Kakinada (Rural),Vakalapudi  (OG)
ANDHRA PRADESH,East Godavari,Kakinada (Urban),Kakinada (Urban)
ANDHRA PRADESH,East Godavari,Pedapudi,Pedapudi
ANDHRA PRADESH,East Godavari,Pedapudi,G. Mamidada
ANDHRA PRADESH,East Godavari,Pedapudi,Peddada
ANDHRA PRADESH,East Godavari,Pedapudi,Pedapudi
ANDHRA PRADESH,East Godavari,Pedapudi,Domada
ANDHRA PRADESH,East Godavari,Pedapudi,Atchutapuratrayam
ANDHRA PRADESH,East Godavari,Pedapudi,Karakuduru
ANDHRA PRADESH,East Godavari,Pedapudi,Kaikavolu
ANDHRA PRADESH,East Godavari,Pedapudi,Kumarapriyam
ANDHRA PRADESH,East Godavari,Pedapudi,Puttakonda
ANDHRA PRADESH,East Godavari,Pedapudi,Gandredu
ANDHRA PRADESH,East Godavari,Pedapudi,Rajupalem
ANDHRA PRADESH,East Godavari,Pedapudi,Pyna
ANDHRA PRADESH,East Godavari,Pedapudi,Vendra
ANDHRA PRADESH,East Godavari,Pedapudi,Chintapalle
ANDHRA PRADESH,East Godavari,Pedapudi,Sampara
ANDHRA PRADESH,East Godavari,Pedapudi,Kandregula
ANDHRA PRADESH,East Godavari,Pedapudi,Sahapuram
ANDHRA PRADESH,East Godavari,Biccavolu,Biccavolu
ANDHRA PRADESH,East Godavari,Biccavolu,Rangapuram
ANDHRA PRADESH,East Godavari,Biccavolu,Illapalle
ANDHRA PRADESH,East Godavari,Biccavolu,Thummalapalle
ANDHRA PRADESH,East Godavari,Biccavolu,Rallakhandrika
ANDHRA PRADESH,East Godavari,Biccavolu,Biccavolu
ANDHRA PRADESH,East Godavari,Biccavolu,Balabhadrapuram
ANDHRA PRADESH,East Godavari,Biccavolu,Kapavaram
ANDHRA PRADESH,East Godavari,Biccavolu,Komaripalem
ANDHRA PRADESH,East Godavari,Biccavolu,Tossipudi
ANDHRA PRADESH,East Godavari,Biccavolu,Pandalapaka
ANDHRA PRADESH,East Godavari,Biccavolu,Voolapalle
ANDHRA PRADESH,East Godavari,Biccavolu,Konkuduru
ANDHRA PRADESH,East Godavari,Biccavolu,Arikarevula
ANDHRA PRADESH,East Godavari,Biccavolu,Melluru
ANDHRA PRADESH,East Godavari,Anaparthy,Anaparthy
ANDHRA PRADESH,East Godavari,Anaparthy,Duppalapudi
ANDHRA PRADESH,East Godavari,Anaparthy,Anaparthy
ANDHRA PRADESH,East Godavari,Anaparthy,Koppavaram
ANDHRA PRADESH,East Godavari,Anaparthy,Mahendrawada
ANDHRA PRADESH,East Godavari,Anaparthy,Polamuru
ANDHRA PRADESH,East Godavari,Anaparthy,Ramavaram
ANDHRA PRADESH,East Godavari,Anaparthy,Kutukuluru
ANDHRA PRADESH,East Godavari,Anaparthy,Pedaparthi
ANDHRA PRADESH,East Godavari,Anaparthy,Pulagurtha
ANDHRA PRADESH,East Godavari,Kadiam,Kadiam
ANDHRA PRADESH,East Godavari,Kadiam,Vemagiri
ANDHRA PRADESH,East Godavari,Kadiam,Kadiam
ANDHRA PRADESH,East Godavari,Kadiam,Jegurupadu
ANDHRA PRADESH,East Godavari,Kadiam,Damireddipalle
ANDHRA PRADESH,East Godavari,Kadiam,Veeravaram
ANDHRA PRADESH,East Godavari,Kadiam,Muramanda
ANDHRA PRADESH,East Godavari,Kadiam,Dulla
ANDHRA PRADESH,East Godavari,Atreyapuram,Atreyapuram
ANDHRA PRADESH,East Godavari,Atreyapuram,Peravaram
ANDHRA PRADESH,East Godavari,Atreyapuram,Rajavaram
ANDHRA PRADESH,East Godavari,Atreyapuram,Valicheru
ANDHRA PRADESH,East Godavari,Atreyapuram,Vaddiparru
ANDHRA PRADESH,East Godavari,Atreyapuram,Pulidindi
ANDHRA PRADESH,East Godavari,Atreyapuram,Vasanthawada
ANDHRA PRADESH,East Godavari,Atreyapuram,Utchili
ANDHRA PRADESH,East Godavari,Atreyapuram,Atreyapuram
ANDHRA PRADESH,East Godavari,Atreyapuram,Kattunga
ANDHRA PRADESH,East Godavari,Atreyapuram,Lolla
ANDHRA PRADESH,East Godavari,Atreyapuram,Vadapalle
ANDHRA PRADESH,East Godavari,Atreyapuram,Narkedimilli
ANDHRA PRADESH,East Godavari,Atreyapuram,Ankampalem
ANDHRA PRADESH,East Godavari,Atreyapuram,Ryali
ANDHRA PRADESH,East Godavari,Atreyapuram,Merlapalem
ANDHRA PRADESH,East Godavari,Mandapeta,Mandapeta
ANDHRA PRADESH,East Godavari,Mandapeta,Kesavaram
ANDHRA PRADESH,East Godavari,Mandapeta,Vemulapalle  @  Seetayyapalem
ANDHRA PRADESH,East Godavari,Mandapeta,Dwarapudi
ANDHRA PRADESH,East Godavari,Mandapeta,Chinadevarapudi
ANDHRA PRADESH,East Godavari,Mandapeta,Z.Medapadu
ANDHRA PRADESH,East Godavari,Mandapeta,Meruipadu
ANDHRA PRADESH,East Godavari,Mandapeta,Velagathodu
ANDHRA PRADESH,East Godavari,Mandapeta,Palathodu
ANDHRA PRADESH,East Godavari,Mandapeta,Ippanapadu
ANDHRA PRADESH,East Godavari,Mandapeta,Tapeswaram
ANDHRA PRADESH,East Godavari,Mandapeta,Yeditha
ANDHRA PRADESH,East Godavari,Mandapeta,Arthamuru
ANDHRA PRADESH,East Godavari,Mandapeta,Maredubaka (Part)
ANDHRA PRADESH,East Godavari,Mandapeta,Maredubaka (OG) (Part)
ANDHRA PRADESH,East Godavari,Rayavaram,Rayavaram
ANDHRA PRADESH,East Godavari,Rayavaram,Lolla
ANDHRA PRADESH,East Godavari,Rayavaram,Vedurupaka
ANDHRA PRADESH,East Godavari,Rayavaram,Nadurubada
ANDHRA PRADESH,East Godavari,Rayavaram,Pasalapudi
ANDHRA PRADESH,East Godavari,Rayavaram,Someswaram
ANDHRA PRADESH,East Godavari,Rayavaram,Machavaram
ANDHRA PRADESH,East Godavari,Rayavaram,Chelluru
ANDHRA PRADESH,East Godavari,Rayavaram,Venturu
ANDHRA PRADESH,East Godavari,Rayavaram,Kurmapuram
ANDHRA PRADESH,East Godavari,Rayavaram,Kurakallapalle
ANDHRA PRADESH,East Godavari,Karapa,Karapa
ANDHRA PRADESH,East Godavari,Karapa,Aratlakatta
ANDHRA PRADESH,East Godavari,Karapa,Z. Bhavaram
ANDHRA PRADESH,East Godavari,Karapa,Nadakuduru
ANDHRA PRADESH,East Godavari,Karapa,Gurajanapalle
ANDHRA PRADESH,East Godavari,Karapa,Penuguduru
ANDHRA PRADESH,East Godavari,Karapa,Koripalle
ANDHRA PRADESH,East Godavari,Karapa,Karapa
ANDHRA PRADESH,East Godavari,Karapa,Patharlagadda
ANDHRA PRADESH,East Godavari,Karapa,Gorripudi
ANDHRA PRADESH,East Godavari,Karapa,Kongodu
ANDHRA PRADESH,East Godavari,Karapa,Vemulavada
ANDHRA PRADESH,East Godavari,Karapa,Vakada
ANDHRA PRADESH,East Godavari,Karapa,Kurada
ANDHRA PRADESH,East Godavari,Karapa,China Mamidada
ANDHRA PRADESH,East Godavari,Karapa,Velangi
